9850	#doc=commentonvideo.2.txt	FORM	LEMMA	GRAM	COMMENT	CHECKED	RIGHT1	RIGHT2	RIGHT3	RIGHT4	RIGHT5	RIGHT6	POS	AUTO_LEMMA	AUTO_GRAMM
10484	1	Ѓабочка	ЃЂЃЋ—ЉЂ	S f anim nom sg		YES	а	к	ч	о	б	а	S	ЃЂЃЋ—ЉЂ	S f anim nom sg
10485	2	прилетела	Џђ€‹…’…’њ	V pf praet sg indic f -		YES	а	л	е	т	е	л	V	Џђ€‹…’…’њ	V pf praet sg indic f -
10486	3	на	ЌЂ	PR		YES	а	н					PR	ЌЂ	PR
10487	4	этот	ќ’Ћ’	A-PRO m acc sg		YES	т	о	т	э			A	ќ’Ћ’	A - acc sg plen m inan
10488	5	красивый	ЉђЂ‘€‚›‰	A - acc sg plen m inan		YES	й	ы	в	и	с	а	A-PRO	ЉђЂ‘€‚›‰	A - acc sg plen m inan
10489	6	цветок	–‚…’ЋЉ	S m inan acc sg		YES	к	о	т	е	в	ц	S	–‚…’ЋЉ	S m inan acc sg
10490	7	.	.	SENT		YES							SENT	.	SENT
10491						YES									
10492	1	Ќо	ЌЋ	CONJ		YES	о	н					CONJ	ЌЋ	CONJ
10493	2	,	,	PUNC		YES							PUNC	,	PUNC
10494	3	наверное	ЌЂ‚…ђЌЋ…	PARENTH		YES	е	о	н	р	е	в	PARENTH	ЌЂ‚…ђЌЋ…	ADV -
10495	4	,	,	PUNC		YES							PUNC	,	PUNC
10496	5	наступает	ЌЂ‘’“ЏЂ’њ	V ipf praes sg indic - 3p		YES	т	е	а	п	у	т	V	ЌЂ‘’“ЏЂ’њ	V ipf praes sg indic - 3p
10497	6	ночь	ЌЋ—њ	S f inan nom sg		YES	ь	ч	о	н			S	ЌЋ—њ	S f inan acc sg
10498	7	?	?	SENT		YES							SENT	?	SENT
10499						YES									
10500	1	€ли	€‹€	CONJ		YES	и	л	и				CONJ	€‹€	CONJ
10501	2	ещЮ	…™…	ADV -		YES	Ю	щ	е				ADV	…™…	ADV -
10502	3	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10503	4	ночь	ЌЋ—њ	S f inan nom sg		YES	ь	ч	о	н			S	ЌЋ—њ	S f inan nom sg
10504	5	?	?	SENT		YES							SENT	?	SENT
10505						YES									
10506	1	Ќаверное	ЌЂ‚…ђЌЋ…	PARENTH		YES	е	о	н	р	е	в	PARENTH	ЌЂ‚…ђЌЋ…	ADV -
10507	2	,	,	PUNC		YES							PUNC	,	PUNC
10508	3	всЮ	‚‘…	S-PRO inan n sg nom		YES	Ю	с	в				S-PRO	‚‘…	S n - acc sg
10509	4	?	?	SENT		YES							SENT	?	SENT
10510						YES									
10511	1	ѓолос	ѓЋ‹Ћ‘	S m inan nom sg		YES	с	о	л	о	г		S	ѓЋ‹Ћ‘	S m inan nom sg
10512	2	за	‡Ђ	PR		YES	а	з					PR	‡Ђ	PR
10513	3	кадром	ЉЂ„ђ	S m inan ins sg		YES	м	о	р	д	а	к	S	ЉЂ„ђ	S m inan ins sg
10514	4	@	@	PUNC		YES							PUNC	@	PUNC
10515	5	ќто	ќ’Ћ	S-PRO inan n nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10516	6	он	ЋЌ	S-PRO sg 3p m nom		YES	н	о					S-PRO	ЋЌ	SPRO sg 3p m nom
10517	7	дал	„Ђ’њ	V pf praet sg indic m -		YES	л	а	д				V	„Ђ’њ	V pf praet sg indic m -
10518	8	денег	„…Ќњѓ€	S - inan gen pl		YES	г	е	н	е	д		S	„…Ќњѓ€	S - inan gen pl
10519	9	,	,	PUNC		YES							PUNC	,	PUNC
10520	10	и	€	CONJ		YES	и						CONJ	€	CONJ
10521	11	она	ЋЌЂ	S-PRO sg 3p f nom		YES	а	н	о				S-PRO	ЋЌЂ	SPRO sg 3p f nom
10522	12	пошла	ЏЋ‰’€	V pf praet sg indic f -		YES	а	л	ш	о	п		V	ЏЋ‰’€	V pf praet sg indic f -
10523	13	в	‚	PR		YES	в						PR	‚	PR
10524	14	школу	ЉЋ‹Ђ	S f inan acc sg		YES	у	л	о	к	ш		S	ЉЋ‹Ђ	S f inan acc sg
10525	15	.	.	SENT		YES							SENT	.	SENT
10526						YES									
10527	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10528	2	.	.	SENT		YES							SENT	.	SENT
10529						YES									
10530	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10531	2	@	@	PUNC		YES							PUNC	@	PUNC
10532	3	Ћн	ЋЌ	S-PRO sg 3p m nom		YES	н	о					S-PRO	ЋЌ	SPRO sg 3p m nom
10533	4	увидел	“‚€„…’њ	V pf praet sg indic m -		YES	л	е	д	и	в	у	V	“‚€„…’њ	V pf praet sg indic m -
10534	5	,	,	PUNC		YES							PUNC	,	PUNC
10535	6	как	ЉЂЉ	CONJ		YES	к	а	к				CONJ	ЉЂЉ	CONJ
10536	7	преобразилась	Џђ…ЋЃђЂ‡€’њ‘џ	V pf praet sg indic f med		YES	ь	с	а	л	и	з	V	Џђ…ЋЃђЂ‡€’њ‘џ	V pf praet sg indic f -
10537	8	эта	ќ’Ћ’	A-PRO nom sg f -		YES	а	т	э				A-PRO	ќ’Ћ’	A - nom sg plen f -
10538	9	девочка	„…‚Ћ—ЉЂ	S f anim nom sg		YES	а	к	ч	о	в	е	S	„…‚Ћ—ЉЂ	S f anim nom sg
10539	10	на	ЌЂ	PR		YES	а	н					PR	ЌЂ	PR
10540	11	его	…ѓЋ	A-PRO 		YES	о	г	е				A-PRO	…ѓЋ	A - nonflex nonflex plen - -
10541	12	деньги	„…Ќњѓ€	S - inan acc pl		YES	и	г	ь	н	е	д	S	„…Ќњѓ€	S - inan acc pl
10542	13	.	.	SENT		YES							SENT	.	SENT
10543						YES									
10544	1	ѓолос	ѓЋ‹Ћ‘	S m inan nom sg		YES	с	о	л	о	г		S	ѓЋ‹Ћ‘	S m inan nom sg
10545	2	за	‡Ђ	PR		YES	а	з					PR	‡Ђ	PR
10546	3	кадром	ЉЂ„ђ	S m inan ins sg		YES	м	о	р	д	а	к	S	ЉЂ„ђ	S m inan ins sg
10547	4	@	@	PUNC		YES							PUNC	@	PUNC
10548	5	Ћна	ЋЌЂ	S-PRO sg 3p f nom		YES	а	н	о				S-PRO	ЋЌЂ	SPRO sg 3p f nom
10549	6	пошла	ЏЋ‰’€	V pf praet sg indic f -		YES	а	л	ш	о	п		V	ЏЋ‰’€	V pf praet sg indic f -
10550	7	в	‚	PR		YES	в						PR	‚	PR
10551	8	школу	ЉЋ‹Ђ	S f inan acc sg		YES	у	л	о	к	ш		S	ЉЋ‹Ђ	S f inan acc sg
10552	9	на	ЌЂ	PR		YES	а	н					PR	ЌЂ	PR
10553	10	его	…ѓЋ	A-PRO		YES	о	г	е				A-PRO	…ѓЋ	A - nonflex nonflex plen - -
10554	11	деньги	„…Ќњѓ€	S - inan acc pl		YES	и	г	ь	н	е	д	S	„…Ќњѓ€	S - inan acc pl
10555	12	,	,	PUNC		YES							PUNC	,	PUNC
10556	13	она	ЋЌЂ	S-PRO sg 3p f nom		YES	а	н	о				S-PRO	ЋЌЂ	SPRO sg 3p f nom
10557	14	пошла	ЏЋ‰’€	V pf praet sg indic f -		YES	а	л	ш	о	п		V	ЏЋ‰’€	V pf praet sg indic f -
10558	15	в	‚	PR		YES	в						PR	‚	PR
10559	16	школу	ЉЋ‹Ђ	S f inan acc sg		YES	у	л	о	к	ш		S	ЉЋ‹Ђ	S f inan acc sg
10560	17	.	.	SENT		YES							SENT	.	SENT
10561						YES									
10562	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10563	2	.	.	SENT		YES							SENT	.	SENT
10564						YES									
10565	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10566	2	@	@	PUNC		YES							PUNC	@	PUNC
10567	3	Ћна	ЋЌЂ	S-PRO sg 3p f nom		YES	а	н	о				S-PRO	ЋЌЂ	SPRO sg 3p f nom
10568	4	купила	Љ“Џ€’њ	V pf praet sg indic f -		YES	а	л	и	п	у	к	V	Љ“Џ€’њ	V pf praet sg indic f -
10569	5	новую	ЌЋ‚›‰	A - acc sg plen f -		YES	ю	у	в	о	н		A	ЌЋ‚›‰	A - acc sg plen f -
10570	6	одежду	Ћ„…†„Ђ	S f inan acc sg		YES	у	д	ж	е	д	о	S	Ћ„…†„Ђ	S f inan acc sg
10571	7	.	.	SENT		YES							SENT	.	SENT
10572						YES									
10573	1	“лыбаетсЯ	“‹›ЃЂ’њ‘џ	V ipf praes sg indic med 3p		YES	Я	с	т	е	а	б	V	“‹›ЃЂ’њ‘џ	V ipf praes sg indic - 3p
10574	2	,	,	PUNC		YES							PUNC	,	PUNC
10575	3	самому	‘ЂЊ	A-PRO m sg dat		YES	у	м	о	м	а	с	A-PRO	‘ЂЊ	A - dat sg plen m -
10576	4	приЯтно	Џђ€џ’ЌЋ	ADV -		YES	о	н	т	Я	и	р	ADV	Џђ€џ’ЌЋ	ADV -
10577	5	,	,	PUNC		YES							PUNC	,	PUNC
10578	6	что	—’Ћ	CONJ		YES	о	т	ч				CONJ	—’Ћ	CONJ
10579	7	он	ЋЌ	S-PRO sg 3p m nom		YES	н	о					S-PRO	ЋЌ	SPRO sg 3p m nom
10580	8	сделал	‘„…‹Ђ’њ	V pf praet sg indic m -		YES	л	а	л	е	д	с	V	‘„…‹Ђ’њ	V pf praet sg indic m -
10581	9	такие	’ЂЉЋ‰	A-PRO pl acc		YES	е	и	к	а	т		A-PRO	’ЂЉЋ‰	A - nom pl plen - -
10582	10	добрые	„ЋЃђ›‰	A - acc pl plen - -		YES	е	ы	р	б	о	д	A	„ЋЃђ›‰	A - nom pl plen - -
10583	11	дела	„…‹Ћ	S n inan acc pl		YES	а	л	е	д			S	„…‹Ћ	S n inan nom pl
10584	12	.	.	SENT		YES							SENT	.	SENT
10585						YES									
10586	1	Ќу	Ќ“	INTJ		YES	у	н					INTJ	Ќ“	PART
10587	2	,	,	PUNC		YES							PUNC	,	PUNC
10588	3	и	€	CONJ		YES	и						CONJ	€	CONJ
10589	4	самому	‘ЂЊ	A-PRO m sg dat		YES	у	м	о	м	а	с	A-PRO	‘ЂЊ	A - dat sg plen m -
10590	5	можно	ЊЋ†ЌЋ	PRAEDIC 		YES	о	н	ж	о	м		PRAEDIC	ЊЋ†ЌЋ	ADV -
10591	6	теперь	’…Џ…ђњ	ADV -		YES	ь	р	е	п	е	т	ADV	’…Џ…ђњ	ADV -
10592	7	подкрепитьсЯ	ЏЋ„Љђ…Џ€’њ‘џ	V pf - - inf - med		YES	Я	с	ь	т	и	п	V	ЏЋ„Љђ…Џ€’њ‘џ	V pf - - inf - -
10593	8	.	.	SENT		YES							SENT	.	SENT
10594						YES									
10595	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10596	2	помолившись	ЏЋЊЋ‹€’њ‘џ	V pf praet - ger - -		YES	ь	с	и	ш	в	и	V	ЏЋЊЋ‹€’њ‘џ	V pf praet - ger - -
10597	3	,	,	PUNC		YES							PUNC	,	PUNC
10598	4	лечь	‹…—њ	V pf - - inf - -		YES	ь	ч	е	л			V	‹…—њ	V pf - - inf - -
10599	5	спать	‘ЏЂ’њ	V ipf - - inf - -		YES	ь	т	а	п	с		V	‘ЏЂ’њ	V ipf - - inf - -
10600	6	?	?	SENT		YES							SENT	?	SENT
10601						YES									
10602	1	Ќет	Ќ…’	PART		YES	т	е	н				PART	Ќ…’	PART
10603	2	,	,	PUNC		YES							PUNC	,	PUNC
10604	3	что-то	—’Ћ-’Ћ	S-PRO n anim nom sg		YES	о	т		о	т	ч	S-PRO	—’Ћ-’Ћ	S n - nom sg
10605	4	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10606	5	похоже	ЏЋ•Ћ†€‰	A - - sg brev n -		YES	е	ж	о	х	о	п	A	ЏЋ•Ћ†€‰	A - - sg brev n -
10607	6	.	.	SENT		YES							SENT	.	SENT
10608						YES									
10609	1	’еперь	’…Џ…ђњ	ADV -		YES	ь	р	е	п	е	т	ADV	’…Џ…ђњ	ADV -
10610	2	ему	ЋЌ	S-PRO sg 3p m dat		YES	у	м	е				S-PRO	ЋЌ	SPRO sg 3p m dat
10611	3	,	,	PUNC		YES							PUNC	,	PUNC
10612	4	наверное	ЌЂ‚…ђЌЋ…	PARENTH 		YES	е	о	н	р	е	в	PARENTH	ЌЂ‚…ђЌЋ…	ADV -
10613	5	,	,	PUNC		YES							PUNC	,	PUNC
10614	6	будет...	Ѓ›’њ...	V ipf fut sg indic - 3p		YES				т	е	д	V	Ѓ›’њ...	V ipf praes sg indic - 3p
10615	7	будут	Ѓ›’њ	V ipf fut pl indic - 3p		YES	т	у	д	у	б		V	Ѓ›’њ	V ipf praes pl indic - 3p
10616	8	все	‚‘…	S-PRO - - nom pl		YES	е	с	в				S	‚‘…	S - - nom pl
10617	9	делать	„…‹Ђ’њ	V ipf - - inf - -		YES	ь	т	а	л	е	д	V	„…‹Ђ’њ	V ipf - - inf - -
10618	10	какие-то	ЉЂЉЋ‰-’Ћ	A-PRO - acc pl - -		YES	о	т		е	и	к	A-PRO	ЉЂЉЋ‰-’Ћ	A - nom pl plen - -
10619	11	добрые	„ЋЃђ›‰	A - acc pl plen - -		YES	е	ы	р	б	о	д	A	„ЋЃђ›‰	A - nom pl plen - -
10620	12	дела	„…‹Ћ	S n inan acc pl		YES	а	л	е	д			S	„…‹Ћ	S n inan nom pl
10621	13	.	.	SENT		YES							SENT	.	SENT
10622						YES									
10623	1	Ћой	Ћ‰	INTJ		YES	й	о	о				INTJ	ЋЋ‰	S f anim nonflex nonflex
10624	2	,	,	PUNC		YES							PUNC	,	PUNC
10625	3	конечно	ЉЋЌ…—ЌЋ	PARENTH		YES	о	н	ч	е	н	о	PARENTH	ЉЋЌ…—ЌЋ	ADV -
10626	4	!	!	SENT		YES							SENT	!	SENT
10627						YES									
10628	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10629	2	.	.	SENT		YES							SENT	.	SENT
10630						YES									
10631	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10632	2	@	@	PUNC		YES							PUNC	@	PUNC
10633	3	„аже	„Ђ†…	PART		YES	е	ж	а	д			PART	„Ђ†…	CONJ
10634	4	собака	‘ЋЃЂЉЂ	S f anim nom sg		YES	а	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim nom sg
10635	5	при	Џђ€	PR		YES	и	р	п				PR	Џђ€	PR
10636	6	...	...	SENT		YES							SENT	...	SENT
10637						YES									
10638	1	Ћй	Ћ‰	INTJ		YES	й	о					INTJ	Ћ‰	INTJ
10639	2	,	,	PUNC		YES							PUNC	,	PUNC
10640	3	как	ЉЂЉ	CONJ		YES	к	а	к				CONJ	ЉЂЉ	ADV -
10641	4	расцвЮл	ђЂ‘–‚…‘’€	V pf praet sg indic m -		YES	л	Ю	в	ц	с	а	V	ђЂ‘–‚…‘’€	V pf praet sg indic m -
10642	5	цветок	–‚…’ЋЉ	S m inan nom sg		YES	к	о	т	е	в	ц	S	–‚…’ЋЉ	S m inan nom sg
10643	6	!	!	SENT		YES							SENT	!	SENT
10644						YES									
10645	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10646	2	девочка	„…‚Ћ—ЉЂ	S f anim nom sg		YES	а	к	ч	о	в	е	S	„…‚Ћ—ЉЂ	S f anim nom sg
10647	3	умеет	“Њ…’њ	V ipf praes sg indic - 3p		YES	т	е	е	м	у		V	“Њ…’њ	V ipf praes sg indic - 3p
10648	4	считать	‘—€’Ђ’њ	V ipf - - inf - -		YES	ь	т	а	т	и	ч	V	‘—€’Ђ’њ	V ipf - - inf - -
10649	5	.	.	SENT		YES							SENT	.	SENT
10650						YES									
10651	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10652	2	его	ЋЌ	S-PRO sg 3p m acc		YES	о	г	е				S-PRO	ЋЌ	SPRO sg 3p m acc
10653	3	сейчас	‘…‰—Ђ‘	ADV -		YES	с	а	ч	й	е	с	ADV	‘…‰—Ђ‘	ADV -
10654	4	угостЯт	“ѓЋ‘’€’њ	V pf fut pl indic - 3p		YES	т	Я	т	с	о	г	V	“ѓЋ‘’€’њ	V pf fut pl indic - 3p
10655	5	.	.	SENT		YES							SENT	.	SENT
10656						YES									
10657	1	Ѓабочка	ЃЂЃЋ—ЉЂ	S f anim nom sg		YES	а	к	ч	о	б	а	S	ЃЂЃЋ—ЉЂ	S f anim nom sg
10658	2	прилетела	Џђ€‹…’…’њ	V pf praet sg indic f -		YES	а	л	е	т	е	л	V	Џђ€‹…’…’њ	V pf praet sg indic f -
10659	3	на	ЌЂ	PR		YES	а	н					PR	ЌЂ	PR
10660	4	этот	ќ’Ћ’	A-PRO m sg acc 		YES	т	о	т	э			A-PRO	ќ’Ћ’	A - acc sg plen m inan
10661	5	красивый	ЉђЂ‘€‚›‰	A - acc sg plen m inan		YES	й	ы	в	и	с	а	A	ЉђЂ‘€‚›‰	A - acc sg plen m inan
10662	6	цветок	–‚…’ЋЉ	S m inan acc sg		YES	к	о	т	е	в	ц	S	–‚…’ЋЉ	S m inan acc sg
10663	7	.	.	SENT		YES							SENT	.	SENT
10664						YES									
10665	1	Ќо	ЌЋ	CONJ		YES	о	н					CONJ	ЌЋ	CONJ
10666	2	,	,	PUNC		YES							PUNC	,	PUNC
10667	3	наверное	ЌЂ‚…ђЌЋ…	PARENTH		YES	е	о	н	р	е	в	PARENTH	ЌЂ‚…ђЌЋ…	ADV -
10668	4	,	,	PUNC		YES							PUNC	,	PUNC
10669	5	наступает	ЌЂ‘’“ЏЂ’њ	V ipf praes sg indic - 3p		YES	т	е	а	п	у	т	V	ЌЂ‘’“ЏЂ’њ	V ipf praes sg indic - 3p
10670	6	ночь	ЌЋ—њ	S f inan nom sg		YES	ь	ч	о	н			S	ЌЋ—њ	S f inan acc sg
10671	7	?	?	SENT		YES							SENT	?	SENT
10672						YES									
10673	1	€ли	€‹€	CONJ		YES	и	л	и				CONJ	€‹€	CONJ
10674	2	ещЮ	…™…	ADV -		YES	Ю	щ	е				ADV	…™…	ADV -
10675	3	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10676	4	ночь	ЌЋ—њ	S f inan nom sg		YES	ь	ч	о	н			S	ЌЋ—њ	S f inan nom sg
10677	5	?	?	SENT		YES							SENT	?	SENT
10678						YES									
10679	1	Ќаверное	ЌЂ‚…ђЌЋ…	PARENTH		YES	е	о	н	р	е	в	PARENTH	ЌЂ‚…ђЌЋ…	ADV -
10680	2	,	,	PUNC		YES							PUNC	,	PUNC
10681	3	всЮ	‚‘…	S-PRO inan n sg nom		YES	Ю	с	в				S-PRO	‚‘…	S n - acc sg
10682	4	?	?	SENT		YES							SENT	?	SENT
10683						YES									
10684	1	ѓолос	ѓЋ‹Ћ‘	S m inan nom sg		YES	с	о	л	о	г		S	ѓЋ‹Ћ‘	S m inan nom sg
10685	2	за	‡Ђ	PR		YES	а	з					PR	‡Ђ	PR
10686	3	кадром	ЉЂ„ђ	S m inan ins sg		YES	м	о	р	д	а	к	S	ЉЂ„ђ	S m inan ins sg
10687	4	@	@	PUNC		YES							PUNC	@	PUNC
10688	5	„а	„Ђ	PART		YES	а	д					PART	„Ђ	CONJ
10689	6	,	,	PUNC		YES							PUNC	,	PUNC
10690	7	всЮ	‚‘…	S-PRO inan n sg nom		YES	Ю	с	в				S-PRO	‚‘…	S n - nom sg
10691	8	.	.	SENT		YES							SENT	.	SENT
10692						YES									
10693	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10694	2	.	.	SENT		YES							SENT	.	SENT
10695						YES									
10696	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10697	2	@	@	PUNC		YES							PUNC	@	PUNC
10698	3	ѓудбай	ѓ“„ЃЂ‰	S f inan sg 0	new	YES	й	а	б	д	у	г	S	ѓ“„ЃЂ‰	S f inan nom sg
10699	4	.	.	SENT		YES							SENT	.	SENT
