9850;#doc=commentonvideo.2.txt;FORM;LEMMA;GRAM;COMMENT;CHECKED;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAMM
10435;5;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10436;;;;;;YES;;;;;;;;;
10437;1;√де;√ƒ≈;ADV -;;YES;е;д;г;;;;ADV;√ƒ≈;ADV -
10438;2;ребЄнок;–≈Ѕ≈Ќќ ;S m anim nom sg;;YES;к;о;н;Є;б;е;S;–≈Ѕ≈Ќќ ;S m anim nom sg
10439;3;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10440;;;;;;YES;;;;;;;;;
10441;1;Ќу;Ќ”;INTJ;;YES;у;н;;;;;INTJ;Ќ”;PART
10442;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10443;3;что;„“ќ;S-PRO n inan nom sg;;YES;о;т;ч;;;;S-PRO;„“ќ;CONJ
10444;4;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10445;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10446;6;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n inan acc sg
10447;7;ч...;„...;NONLEX;distort;YES;;;;ч;;;NONLEX;„...;S - - nonflex nonflex
10448;8;кто-то; “ќ-“ќ;S-PRO anim m sg nom;;YES;о;т;;о;т;к;S-PRO; “ќ-“ќ;S m - nom sg
10449;9;другой;ƒ–”√ќ…;A-PRO m sg nom;;YES;й;о;г;у;р;д;A-PRO;ƒ–”√ќ…;A - nom sg plen m -
10450;10;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10451;;;;;;YES;;;;;;;;;
10452;1;јаа;ј;INTJ;;YES;а;а;а;;;;INTJ;јјј;S m inan nonflex nonflex
10453;2;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10454;;;;;;YES;;;;;;;;;
10455;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10456;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10457;;;;;;YES;;;;;;;;;
10458;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10459;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10460;3;ƒаже;ƒј∆≈;PART ;;YES;е;ж;а;д;;;PART;ƒј∆≈;CONJ
10461;4;собака;—ќЅј ј;S f anim nom sg;;YES;а;к;а;б;о;с;S;—ќЅј ј;S f anim nom sg
10462;5;при;ѕ–»;PR;;YES;и;р;п;;;;PR;ѕ–»;PR
10463;6;...;...;SENT;;YES;;;;;;;SENT;...;SENT
10464;;;;;;YES;;;;;;;;;
10465;1;ќй;ќ…;INTJ;;YES;й;о;;;;;INTJ;ќ…;INTJ
10466;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10467;3;как; ј ;CONJ;;YES;к;а;к;;;;CONJ; ј ;ADV -
10468;4;расцвЄл;–ј—÷¬≈—“»;V pf praet sg indic m -;;YES;л;Є;в;ц;с;а;V;–ј—÷¬≈—“»;V pf praet sg indic m -
10469;5;цветок;÷¬≈“ќ ;S m inan nom sg;;YES;к;о;т;е;в;ц;S;÷¬≈“ќ ;S m inan nom sg
10470;6;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10471;;;;;;YES;;;;;;;;;
10472;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10473;2;девочка;ƒ≈¬ќ„ ј;S f anim nom sg;;YES;а;к;ч;о;в;е;S;ƒ≈¬ќ„ ј;S f anim nom sg
10474;3;умеет;”ћ≈“№;V ipf praes sg indic - 3p;;YES;т;е;е;м;у;;V;”ћ≈“№;V ipf praes sg indic - 3p
10475;4;считать;—„»“ј“№;V ipf - - inf - -;;YES;ь;т;а;т;и;ч;V;—„»“ј“№;V ipf - - inf - -
10476;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10477;;;;;;YES;;;;;;;;;
10478;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10479;2;его;ќЌ;S-PRO sg 3p m acc;;YES;о;г;е;;;;S-PRO;ќЌ;SPRO sg 3p m acc
10480;3;сейчас;—≈…„ј—;ADV -;;YES;с;а;ч;й;е;с;ADV;—≈…„ј—;ADV -
10481;4;угост€т;”√ќ—“»“№;V pf fut pl indic - 3p;;YES;т;€;т;с;о;г;V;”√ќ—“»“№;V pf fut pl indic - 3p
10482;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10483;;;;;;YES;;;;;;;;;
10484;1;Ѕабочка;ЅјЅќ„ ј;S f anim nom sg;;YES;а;к;ч;о;б;а;S;ЅјЅќ„ ј;S f anim nom sg
10485;2;прилетела;ѕ–»Ћ≈“≈“№;V pf praet sg indic f -;;YES;а;л;е;т;е;л;V;ѕ–»Ћ≈“≈“№;V pf praet sg indic f -
10486;3;на;Ќј;PR;;YES;а;н;;;;;PR;Ќј;PR
10487;4;этот;Ё“ќ“;A-PRO m acc sg;;YES;т;о;т;э;;;A;Ё“ќ“;A - acc sg plen m inan
10488;5;красивый; –ј—»¬џ…;A - acc sg plen m inan;;YES;й;ы;в;и;с;а;A-PRO; –ј—»¬џ…;A - acc sg plen m inan
10489;6;цветок;÷¬≈“ќ ;S m inan acc sg;;YES;к;о;т;е;в;ц;S;÷¬≈“ќ ;S m inan acc sg
10490;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10491;;;;;;YES;;;;;;;;;
10492;1;Ќо;Ќќ;CONJ;;YES;о;н;;;;;CONJ;Ќќ;CONJ
10493;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10494;3;наверное;Ќј¬≈–Ќќ≈;PARENTH;;YES;е;о;н;р;е;в;PARENTH;Ќј¬≈–Ќќ≈;ADV -
10495;4;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10496;5;наступает;Ќј—“”ѕј“№;V ipf praes sg indic - 3p;;YES;т;е;а;п;у;т;V;Ќј—“”ѕј“№;V ipf praes sg indic - 3p
10497;6;ночь;Ќќ„№;S f inan nom sg;;YES;ь;ч;о;н;;;S;Ќќ„№;S f inan acc sg
10498;7;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10499;;;;;;YES;;;;;;;;;
10500;1;»ли;»Ћ»;CONJ;;YES;и;л;и;;;;CONJ;»Ћ»;CONJ
10501;2;ещЄ;≈ў≈;ADV -;;YES;Є;щ;е;;;;ADV;≈ў≈;ADV -
10502;3;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10503;4;ночь;Ќќ„№;S f inan nom sg;;YES;ь;ч;о;н;;;S;Ќќ„№;S f inan nom sg
10504;5;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10505;;;;;;YES;;;;;;;;;
10506;1;Ќаверное;Ќј¬≈–Ќќ≈;PARENTH;;YES;е;о;н;р;е;в;PARENTH;Ќј¬≈–Ќќ≈;ADV -
10507;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10508;3;всЄ;¬—≈;S-PRO inan n sg nom;;YES;Є;с;в;;;;S-PRO;¬—≈;S n - acc sg
10509;4;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10510;;;;;;YES;;;;;;;;;
10511;1;√олос;√ќЋќ—;S m inan nom sg;;YES;с;о;л;о;г;;S;√ќЋќ—;S m inan nom sg
10512;2;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10513;3;кадром; јƒ–;S m inan ins sg;;YES;м;о;р;д;а;к;S; јƒ–;S m inan ins sg
10514;4;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10515;5;Ёто;Ё“ќ;S-PRO inan n nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10516;6;он;ќЌ;S-PRO sg 3p m nom;;YES;н;о;;;;;S-PRO;ќЌ;SPRO sg 3p m nom
10517;7;дал;ƒј“№;V pf praet sg indic m -;;YES;л;а;д;;;;V;ƒј“№;V pf praet sg indic m -
10518;8;денег;ƒ≈Ќ№√»;S - inan gen pl;;YES;г;е;н;е;д;;S;ƒ≈Ќ№√»;S - inan gen pl
10519;9;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10520;10;и;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10521;11;она;ќЌј;S-PRO sg 3p f nom;;YES;а;н;о;;;;S-PRO;ќЌј;SPRO sg 3p f nom
10522;12;пошла;ѕќ…“»;V pf praet sg indic f -;;YES;а;л;ш;о;п;;V;ѕќ…“»;V pf praet sg indic f -
10523;13;в;¬;PR;;YES;в;;;;;;PR;¬;PR
10524;14;школу;Ў ќЋј;S f inan acc sg;;YES;у;л;о;к;ш;;S;Ў ќЋј;S f inan acc sg
10525;15;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10526;;;;;;YES;;;;;;;;;
10527;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10528;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10529;;;;;;YES;;;;;;;;;
10530;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10531;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10532;3;ќн;ќЌ;S-PRO sg 3p m nom;;YES;н;о;;;;;S-PRO;ќЌ;SPRO sg 3p m nom
10533;4;увидел;”¬»ƒ≈“№;V pf praet sg indic m -;;YES;л;е;д;и;в;у;V;”¬»ƒ≈“№;V pf praet sg indic m -
10534;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10535;6;как; ј ;CONJ;;YES;к;а;к;;;;CONJ; ј ;CONJ
10536;7;преобразилась;ѕ–≈ќЅ–ј«»“№—я;V pf praet sg indic f med;;YES;ь;с;а;л;и;з;V;ѕ–≈ќЅ–ј«»“№—я;V pf praet sg indic f -
10537;8;эта;Ё“ќ“;A-PRO nom sg f -;;YES;а;т;э;;;;A-PRO;Ё“ќ“;A - nom sg plen f -
10538;9;девочка;ƒ≈¬ќ„ ј;S f anim nom sg;;YES;а;к;ч;о;в;е;S;ƒ≈¬ќ„ ј;S f anim nom sg
10539;10;на;Ќј;PR;;YES;а;н;;;;;PR;Ќј;PR
10540;11;его;≈√ќ;A-PRO ;;YES;о;г;е;;;;A-PRO;≈√ќ;A - nonflex nonflex plen - -
10541;12;деньги;ƒ≈Ќ№√»;S - inan acc pl;;YES;и;г;ь;н;е;д;S;ƒ≈Ќ№√»;S - inan acc pl
10542;13;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10543;;;;;;YES;;;;;;;;;
10544;1;√олос;√ќЋќ—;S m inan nom sg;;YES;с;о;л;о;г;;S;√ќЋќ—;S m inan nom sg
10545;2;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10546;3;кадром; јƒ–;S m inan ins sg;;YES;м;о;р;д;а;к;S; јƒ–;S m inan ins sg
10547;4;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10548;5;ќна;ќЌј;S-PRO sg 3p f nom;;YES;а;н;о;;;;S-PRO;ќЌј;SPRO sg 3p f nom
10549;6;пошла;ѕќ…“»;V pf praet sg indic f -;;YES;а;л;ш;о;п;;V;ѕќ…“»;V pf praet sg indic f -
10550;7;в;¬;PR;;YES;в;;;;;;PR;¬;PR
10551;8;школу;Ў ќЋј;S f inan acc sg;;YES;у;л;о;к;ш;;S;Ў ќЋј;S f inan acc sg
10552;9;на;Ќј;PR;;YES;а;н;;;;;PR;Ќј;PR
10553;10;его;≈√ќ;A-PRO;;YES;о;г;е;;;;A-PRO;≈√ќ;A - nonflex nonflex plen - -
10554;11;деньги;ƒ≈Ќ№√»;S - inan acc pl;;YES;и;г;ь;н;е;д;S;ƒ≈Ќ№√»;S - inan acc pl
10555;12;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10556;13;она;ќЌј;S-PRO sg 3p f nom;;YES;а;н;о;;;;S-PRO;ќЌј;SPRO sg 3p f nom
10557;14;пошла;ѕќ…“»;V pf praet sg indic f -;;YES;а;л;ш;о;п;;V;ѕќ…“»;V pf praet sg indic f -
10558;15;в;¬;PR;;YES;в;;;;;;PR;¬;PR
10559;16;школу;Ў ќЋј;S f inan acc sg;;YES;у;л;о;к;ш;;S;Ў ќЋј;S f inan acc sg
10560;17;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10561;;;;;;YES;;;;;;;;;
10562;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10563;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10564;;;;;;YES;;;;;;;;;
10565;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10566;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10567;3;ќна;ќЌј;S-PRO sg 3p f nom;;YES;а;н;о;;;;S-PRO;ќЌј;SPRO sg 3p f nom
10568;4;купила; ”ѕ»“№;V pf praet sg indic f -;;YES;а;л;и;п;у;к;V; ”ѕ»“№;V pf praet sg indic f -
10569;5;новую;Ќќ¬џ…;A - acc sg plen f -;;YES;ю;у;в;о;н;;A;Ќќ¬џ…;A - acc sg plen f -
10570;6;одежду;ќƒ≈∆ƒј;S f inan acc sg;;YES;у;д;ж;е;д;о;S;ќƒ≈∆ƒј;S f inan acc sg
10571;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10572;;;;;;YES;;;;;;;;;
10573;1;”лыбаетс€;”ЋџЅј“№—я;V ipf praes sg indic med 3p;;YES;€;с;т;е;а;б;V;”ЋџЅј“№—я;V ipf praes sg indic - 3p
10574;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10575;3;самому;—јћ;A-PRO m sg dat;;YES;у;м;о;м;а;с;A-PRO;—јћ;A - dat sg plen m -
10576;4;при€тно;ѕ–»я“Ќќ;ADV -;;YES;о;н;т;€;и;р;ADV;ѕ–»я“Ќќ;ADV -
10577;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10578;6;что;„“ќ;CONJ;;YES;о;т;ч;;;;CONJ;„“ќ;CONJ
10579;7;он;ќЌ;S-PRO sg 3p m nom;;YES;н;о;;;;;S-PRO;ќЌ;SPRO sg 3p m nom
10580;8;сделал;—ƒ≈Ћј“№;V pf praet sg indic m -;;YES;л;а;л;е;д;с;V;—ƒ≈Ћј“№;V pf praet sg indic m -
10581;9;такие;“ј ќ…;A-PRO pl acc;;YES;е;и;к;а;т;;A-PRO;“ј ќ…;A - nom pl plen - -
10582;10;добрые;ƒќЅ–џ…;A - acc pl plen - -;;YES;е;ы;р;б;о;д;A;ƒќЅ–џ…;A - nom pl plen - -
10583;11;дела;ƒ≈Ћќ;S n inan acc pl;;YES;а;л;е;д;;;S;ƒ≈Ћќ;S n inan nom pl
10584;12;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10585;;;;;;YES;;;;;;;;;
10586;1;Ќу;Ќ”;INTJ;;YES;у;н;;;;;INTJ;Ќ”;PART
10587;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10588;3;и;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10589;4;самому;—јћ;A-PRO m sg dat;;YES;у;м;о;м;а;с;A-PRO;—јћ;A - dat sg plen m -
10590;5;можно;ћќ∆Ќќ;PRAEDIC ;;YES;о;н;ж;о;м;;PRAEDIC;ћќ∆Ќќ;ADV -
10591;6;теперь;“≈ѕ≈–№;ADV -;;YES;ь;р;е;п;е;т;ADV;“≈ѕ≈–№;ADV -
10592;7;подкрепитьс€;ѕќƒ –≈ѕ»“№—я;V pf - - inf - med;;YES;€;с;ь;т;и;п;V;ѕќƒ –≈ѕ»“№—я;V pf - - inf - -
10593;8;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10594;;;;;;YES;;;;;;;;;
10595;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10596;2;помолившись;ѕќћќЋ»“№—я;V pf praet - ger - -;;YES;ь;с;и;ш;в;и;V;ѕќћќЋ»“№—я;V pf praet - ger - -
10597;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10598;4;лечь;Ћ≈„№;V pf - - inf - -;;YES;ь;ч;е;л;;;V;Ћ≈„№;V pf - - inf - -
10599;5;спать;—ѕј“№;V ipf - - inf - -;;YES;ь;т;а;п;с;;V;—ѕј“№;V ipf - - inf - -
10600;6;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10601;;;;;;YES;;;;;;;;;
10602;1;Ќет;Ќ≈“;PART;;YES;т;е;н;;;;PART;Ќ≈“;PART
10603;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10604;3;что-то;„“ќ-“ќ;S-PRO n anim nom sg;;YES;о;т;;о;т;ч;S-PRO;„“ќ-“ќ;S n - nom sg
10605;4;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10606;5;похоже;ѕќ’ќ∆»…;A - - sg brev n -;;YES;е;ж;о;х;о;п;A;ѕќ’ќ∆»…;A - - sg brev n -
10607;6;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10608;;;;;;YES;;;;;;;;;
10609;1;“еперь;“≈ѕ≈–№;ADV -;;YES;ь;р;е;п;е;т;ADV;“≈ѕ≈–№;ADV -
10610;2;ему;ќЌ;S-PRO sg 3p m dat;;YES;у;м;е;;;;S-PRO;ќЌ;SPRO sg 3p m dat
10611;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10612;4;наверное;Ќј¬≈–Ќќ≈;PARENTH ;;YES;е;о;н;р;е;в;PARENTH;Ќј¬≈–Ќќ≈;ADV -
10613;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10614;6;будет...;Ѕџ“№...;V ipf fut sg indic - 3p;;YES;;;;т;е;д;V;Ѕџ“№...;V ipf praes sg indic - 3p
10615;7;будут;Ѕџ“№;V ipf fut pl indic - 3p;;YES;т;у;д;у;б;;V;Ѕџ“№;V ipf praes pl indic - 3p
10616;8;все;¬—≈;S-PRO - - nom pl;;YES;е;с;в;;;;S;¬—≈;S - - nom pl
10617;9;делать;ƒ≈Ћј“№;V ipf - - inf - -;;YES;ь;т;а;л;е;д;V;ƒ≈Ћј“№;V ipf - - inf - -
10618;10;какие-то; ј ќ…-“ќ;A-PRO - acc pl - -;;YES;о;т;;е;и;к;A-PRO; ј ќ…-“ќ;A - nom pl plen - -
10619;11;добрые;ƒќЅ–џ…;A - acc pl plen - -;;YES;е;ы;р;б;о;д;A;ƒќЅ–џ…;A - nom pl plen - -
10620;12;дела;ƒ≈Ћќ;S n inan acc pl;;YES;а;л;е;д;;;S;ƒ≈Ћќ;S n inan nom pl
10621;13;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10622;;;;;;YES;;;;;;;;;
10623;1;ќой;ќ…;INTJ;;YES;й;о;о;;;;INTJ;ќќ…;S f anim nonflex nonflex
10624;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10625;3;конечно; ќЌ≈„Ќќ;PARENTH;;YES;о;н;ч;е;н;о;PARENTH; ќЌ≈„Ќќ;ADV -
10626;4;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10627;;;;;;YES;;;;;;;;;
10628;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10629;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10630;;;;;;YES;;;;;;;;;
10631;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10632;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10633;3;ƒаже;ƒј∆≈;PART;;YES;е;ж;а;д;;;PART;ƒј∆≈;CONJ
10634;4;собака;—ќЅј ј;S f anim nom sg;;YES;а;к;а;б;о;с;S;—ќЅј ј;S f anim nom sg
10635;5;при;ѕ–»;PR;;YES;и;р;п;;;;PR;ѕ–»;PR
10636;6;...;...;SENT;;YES;;;;;;;SENT;...;SENT
10637;;;;;;YES;;;;;;;;;
10638;1;ќй;ќ…;INTJ;;YES;й;о;;;;;INTJ;ќ…;INTJ
10639;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10640;3;как; ј ;CONJ;;YES;к;а;к;;;;CONJ; ј ;ADV -
10641;4;расцвЄл;–ј—÷¬≈—“»;V pf praet sg indic m -;;YES;л;Є;в;ц;с;а;V;–ј—÷¬≈—“»;V pf praet sg indic m -
10642;5;цветок;÷¬≈“ќ ;S m inan nom sg;;YES;к;о;т;е;в;ц;S;÷¬≈“ќ ;S m inan nom sg
10643;6;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10644;;;;;;YES;;;;;;;;;
10645;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10646;2;девочка;ƒ≈¬ќ„ ј;S f anim nom sg;;YES;а;к;ч;о;в;е;S;ƒ≈¬ќ„ ј;S f anim nom sg
10647;3;умеет;”ћ≈“№;V ipf praes sg indic - 3p;;YES;т;е;е;м;у;;V;”ћ≈“№;V ipf praes sg indic - 3p
10648;4;считать;—„»“ј“№;V ipf - - inf - -;;YES;ь;т;а;т;и;ч;V;—„»“ј“№;V ipf - - inf - -
10649;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10650;;;;;;YES;;;;;;;;;
10651;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10652;2;его;ќЌ;S-PRO sg 3p m acc;;YES;о;г;е;;;;S-PRO;ќЌ;SPRO sg 3p m acc
10653;3;сейчас;—≈…„ј—;ADV -;;YES;с;а;ч;й;е;с;ADV;—≈…„ј—;ADV -
10654;4;угост€т;”√ќ—“»“№;V pf fut pl indic - 3p;;YES;т;€;т;с;о;г;V;”√ќ—“»“№;V pf fut pl indic - 3p
10655;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10656;;;;;;YES;;;;;;;;;
10657;1;Ѕабочка;ЅјЅќ„ ј;S f anim nom sg;;YES;а;к;ч;о;б;а;S;ЅјЅќ„ ј;S f anim nom sg
10658;2;прилетела;ѕ–»Ћ≈“≈“№;V pf praet sg indic f -;;YES;а;л;е;т;е;л;V;ѕ–»Ћ≈“≈“№;V pf praet sg indic f -
10659;3;на;Ќј;PR;;YES;а;н;;;;;PR;Ќј;PR
10660;4;этот;Ё“ќ“;A-PRO m sg acc ;;YES;т;о;т;э;;;A-PRO;Ё“ќ“;A - acc sg plen m inan
10661;5;красивый; –ј—»¬џ…;A - acc sg plen m inan;;YES;й;ы;в;и;с;а;A; –ј—»¬џ…;A - acc sg plen m inan
10662;6;цветок;÷¬≈“ќ ;S m inan acc sg;;YES;к;о;т;е;в;ц;S;÷¬≈“ќ ;S m inan acc sg
10663;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10664;;;;;;YES;;;;;;;;;
10665;1;Ќо;Ќќ;CONJ;;YES;о;н;;;;;CONJ;Ќќ;CONJ
10666;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10667;3;наверное;Ќј¬≈–Ќќ≈;PARENTH;;YES;е;о;н;р;е;в;PARENTH;Ќј¬≈–Ќќ≈;ADV -
10668;4;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10669;5;наступает;Ќј—“”ѕј“№;V ipf praes sg indic - 3p;;YES;т;е;а;п;у;т;V;Ќј—“”ѕј“№;V ipf praes sg indic - 3p
10670;6;ночь;Ќќ„№;S f inan nom sg;;YES;ь;ч;о;н;;;S;Ќќ„№;S f inan acc sg
10671;7;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10672;;;;;;YES;;;;;;;;;
10673;1;»ли;»Ћ»;CONJ;;YES;и;л;и;;;;CONJ;»Ћ»;CONJ
10674;2;ещЄ;≈ў≈;ADV -;;YES;Є;щ;е;;;;ADV;≈ў≈;ADV -
10675;3;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10676;4;ночь;Ќќ„№;S f inan nom sg;;YES;ь;ч;о;н;;;S;Ќќ„№;S f inan nom sg
10677;5;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10678;;;;;;YES;;;;;;;;;
10679;1;Ќаверное;Ќј¬≈–Ќќ≈;PARENTH;;YES;е;о;н;р;е;в;PARENTH;Ќј¬≈–Ќќ≈;ADV -
10680;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10681;3;всЄ;¬—≈;S-PRO inan n sg nom;;YES;Є;с;в;;;;S-PRO;¬—≈;S n - acc sg
10682;4;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10683;;;;;;YES;;;;;;;;;
10684;1;√олос;√ќЋќ—;S m inan nom sg;;YES;с;о;л;о;г;;S;√ќЋќ—;S m inan nom sg
10685;2;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10686;3;кадром; јƒ–;S m inan ins sg;;YES;м;о;р;д;а;к;S; јƒ–;S m inan ins sg
10687;4;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10688;5;ƒа;ƒј;PART;;YES;а;д;;;;;PART;ƒј;CONJ
10689;6;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10690;7;всЄ;¬—≈;S-PRO inan n sg nom;;YES;Є;с;в;;;;S-PRO;¬—≈;S n - nom sg
10691;8;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10692;;;;;;YES;;;;;;;;;
10693;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10694;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10695;;;;;;YES;;;;;;;;;
10696;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10697;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10698;3;√удбай;√”ƒЅј…;S f inan sg 0;new;YES;й;а;б;д;у;г;S;√”ƒЅј…;S f inan nom sg
10699;4;.;.;SENT;;YES;;;;;;;SENT;.;SENT
